Year,AdultMortality,InfantMortality,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,HealthExpenditure,Diphtheria,HIV_AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,IncomeLevel,Schooling,Status_Encoded,health_efficiency_ratio,health_gdp_ratio,log_GDP,development_index,disease_index,mortality_health_interaction,education_income_interaction,LifeExpectancy
2007.0,-0.3178967132318555,-0.2575138425853405,0.1904579817057379,-0.1921204040207884,0.5633545844418397,-0.2001098568412401,-0.6569643126087861,-0.26221474431098085,0.6542179467122472,-0.673351615647072,0.6556695120804746,-0.22545449760698505,-0.2601243407420686,-0.187718588804884,0.7572777109622761,0.7130118380290217,-0.15670411155624842,-0.043972766296047176,0.0,-0.2751173761486994,-0.25904440700647274,0.33443706899322745,0.41200077845393407,0.0610103946682757,-0.47827378038660984,-0.24752565218095088,72.3
2001.0,-0.10996315888694931,-0.2575138425853405,-0.18631128392622484,-0.29186434999506905,0.3877150125097239,-0.2001098568412401,-0.8272976315910393,-0.26221474431098085,0.35381640523516517,-0.30386208087524197,-3.0946252549607998,-0.1874692617755816,-0.39920990864916334,-0.18859768611766256,1.0540683981963692,1.0045492818400745,-0.3547889990175839,-0.3206009659276381,0.0,-0.2749089903552193,-0.20708593357596758,-0.18928238622062243,0.3782871504871155,0.07433422012561368,-0.18916087413856447,-0.4917779302341506,73.0
2011.0,-0.18194015846787837,-0.2575138425853405,1.5104319395320016,-0.36908154675672733,0.6950842633909267,-0.2001098568412401,0.29489835229204114,-0.26221474431098085,0.6971324526375446,0.6883626248603459,0.6978076555303765,-0.32041758718549357,-0.36163079593388586,-0.16919700723985398,-0.11026429787584147,-0.11674857897166681,0.49202389487962633,0.26339189996127593,0.0,-0.21329181015849671,-0.20323636076806254,0.003965179677598307,0.47040267790756074,0.06555863342566944,0.156094323034611,0.32265340268778875,74.6
2013.0,-1.2216079301924092,-0.23068314102724977,-0.832201453581018,-0.0644790390225608,0.6511743704078976,-0.19872901714281904,1.0363492702147905,-0.2425949745396704,0.6542179467122472,0.555512455054744,0.6556695120804746,-0.32041758718549357,-0.17809553427924585,-0.1747936647820748,0.3691668122715394,0.3317705653530297,0.42764630645469215,0.8166482992244573,0.0,1.3205521833261842,-0.2523772834886716,0.5093611005422144,0.5016211731132528,0.006095721760541705,-1.0018082490344176,0.6033519617908903,74.9
2002.0,-0.5658174895661666,-0.2575138425853405,-1.129515976120526,0.11329895742199733,0.6950842633909267,-0.2001098568412401,-0.5317192251218351,-0.26221474431098085,0.6971324526375446,-1.046992718225327,0.4871169382808668,-0.32041758718549357,0.7761080736190442,-0.16919700723985398,0.43765697086402233,0.28691865092056,0.9228585251080316,0.3863377664642053,0.0,-0.2699871466293353,-0.2816912223512072,1.320555079925685,0.5496128462816933,0.04339796860572484,-0.7342957323336402,0.6834591460780471,74.8
2002.0,1.3455717215273937,-0.23068314102724977,0.3775610864073247,-0.24881348796113514,0.3877150125097239,-0.19803859729360848,-0.9775917365753805,-0.2360550512825669,-1.663165373253814,-1.4206338208035818,-1.956895381813447,0.2113757144541542,-0.2903886421953686,-0.19635669423132976,-0.7723358309365101,-0.7895272954587116,-0.4538314427482518,-1.181222031448143,0.0,-0.3620112935129726,-0.26786619667969774,0.25388397394197587,0.3302004541543397,0.1727770159287397,-0.13519500382870608,-0.9240581892942851,53.5
2003.0,1.2416049443549406,-0.15913460353900785,-1.0116153895962385,-0.3053693889451653,-0.7100323120660001,0.1332766278462989,0.04941798081761734,-0.17065581871153201,-0.8907042665984604,0.36038876815276655,-0.6084747914165842,-0.0735135542813714,-0.45055596951051796,-0.19645799557655727,-0.7495057780723491,-0.7671013382424767,-0.9936127610803921,-1.4885866977054658,0.0,-0.31716037013750503,-0.0643336340900201,-0.6376018622705942,0.2698333743903224,0.15835566058914294,1.4381347784768594,-1.2541395933694384,59.6
2011.0,-0.27790949124245046,-0.1949088722831288,-0.14017627180802528,-0.19249049788517605,0.21207544057760805,-0.17793011918535154,0.6405747937560257,-0.20989535825415295,0.09632936968338056,-0.0007976310062132095,0.23428807758145498,-0.32041758718549357,-0.10084331777466683,0.1145787207066684,-0.7951658838006711,-0.8119532526749463,0.3781250845893582,0.35560129983847255,0.0,-0.23893772115740244,-0.26380707668310954,0.6367550483571223,0.4768143015992561,0.061314763516979585,-0.20479365877299024,0.3018305103746365,75.3
2004.0,0.9456995016333435,-0.23962670821328,-0.7143008670567305,-0.33156414662127753,0.6511743704078976,-0.2001098568412401,0.13458464030874379,-0.2491348977967739,0.6971324526375446,0.02826334363876229,0.6978076555303765,-0.32041758718549357,-0.43475063436308675,-0.1463503952974149,-0.5668653551590612,-0.5428417660801285,-0.06261379001211384,-0.2591280326761737,0.0,-0.31738887573810354,-0.14157812721048277,-0.45998828742409203,0.4009356264717172,0.13102595670462708,0.8783149317217506,-0.2994211759148046,64.0
2003.0,-0.18993760286575936,-0.23068314102724977,1.1592932361879278,-0.09143415844163151,0.6072644774248687,-0.19596733774597688,0.7958787022398449,-0.2425949745396704,0.6542179467122472,0.12374940318653835,0.6978076555303765,-0.32041758718549357,-0.06536856778770142,-0.1898582221947072,-0.5440353022949003,-0.49798985164765874,0.8040075926312306,1.0010670989788515,1.0,-0.24338842656950527,-0.26459203064942854,0.6870823753691341,0.542184945633803,0.06565250846414282,-0.0787484820648818,1.000106426080199,74.7
2003.0,-0.11796060328483031,-0.18596530509709855,-0.2170679586716912,-0.35972706270660143,-0.0513839173205657,-0.2001098568412401,0.3600257977852555,-0.19681551173994596,0.6113034407869498,0.22338703054073974,0.19214993413155304,-0.2824323513540901,-0.4765025931134773,-0.17038186053246906,-0.7495057780723491,-0.7671013382424767,0.22460929680682334,0.1711825000840788,0.0,-0.2466689034034259,0.21978692854640502,-1.149121770339761,0.44232589383612025,0.07205369105700968,0.029159856182628046,0.09867670078180417,74.4
